mean,count,Lon,Lat,day,month,year,country,city,parameter,unit
281.2976,21,4.9233,51.9745,24,9,2017,NL,Cabauw,co,µg/m³
0.24388888,36,121.06378,24.820393,24,9,2017,TW,新竹縣,co,ppm
27.2175,24,6.01757,52.6541,16,12,2015,NL,Barsbeek,no2,µg/m³
23.916653,168,4.8387384,52.38706,16,12,2015,NL,Amsterdam,pm25,µg/m³
-18.382906,24,6.1082,51.4541,16,12,2015,NL,Horst a/d Maas,pm10,µg/m³
55.833332,24,100.529076,13.763936,16,12,2015,TH,Loei,pm10,µg/m³
106.26087,23,99.81487,13.532555,16,12,2015,TH,Ratchaburi,pm10,µg/m³
3446.699,382,106.89031,47.911922,17,12,2015,MN,Ulaanbaatar,co,µg/m³
37.654167,24,105.819,21.02177,17,12,2015,VN,Hanoi,pm25,µg/m³
0.022166668,30,100.53144,13.668125,17,12,2015,TH,Samut Prakan,no2,ppm
49.541668,24,123.42,41.78,17,12,2015,CN,Shenyang,pm25,µg/m³
30.466667,30,5.25543,50.813168,25,9,2017,BE,Limburg,o3,µg/m³
11.590909,22,90.424614,23.796373,6,10,2017,BD,Dhaka,pm25,µg/m³
24.85838,179,80.245804,13.078574,6,10,2017,IN,Chennai,pm25,µg/m³
6.38,48,5.978675,50.89415,12,1,2016,NL,Heerlen,pm10,µg/m³
0.002478261,23,100.13193,15.707849,12,1,2016,TH,Nakhon Sawan,so2,ppm
131,1,123.42,41.78,12,1,2016,CN,Shenyang,pm25,µg/m³
31.894545,44,-71.65583,-35.42086,30,1,2016,CL,Talca,pm10,µg/m³
-38.574165,24,5.57349,52.9169,30,1,2016,NL,Balk,no2,µg/m³
5.59809,24,4.22802,51.932,30,1,2016,NL,Maassluis,pm25,µg/m³
12.183953,511,106.947266,47.9073,30,1,2016,MN,Ulaanbaatar,o3,µg/m³
0.003378049,82,100.56357,13.75428,31,1,2016,TH,Bangkok,so2,ppm
0.009181818,22,100.26425,13.550478,30,1,2016,TH,Samut Sakhon,no2,ppm
24.334167,24,-70.71944,-33.492847,29,1,2016,CL,Cerrillos,no2,µg/m³
78.791664,48,-70.94862,-32.777893,29,1,2016,CL,Catemu,so2,µg/m³
32.130436,23,-49.09276,-22.326609,9,10,2017,BR,Bauru,pm10,µg/m³
67.88571,35,82.97833,25.350555,15,9,2017,IN,Varanasi,pm25,µg/m³
16.795238,21,5.47062,50.92789,27,10,2017,BE,Limburg,pm10,µg/m³
15.857241,24,4.57934,52.4789,3,12,2015,NL,Reijndersweg,pm25,µg/m³
27.904514,24,4.12194,51.9778,3,12,2015,NL,Hoek v. Holland,pm10,µg/m³
-11.1044445,72,5.1243834,52.09133,21,12,2015,NL,Utrecht,no2,µg/m³
47.999165,24,6.60537,52.0918,21,12,2015,NL,Eibergen,o3,µg/m³
0.010416664,24,4.9233,51.9745,21,12,2015,NL,Cabauw,so2,µg/m³
1.2921818,11,-70.953064,-33.67375,21,12,2015,CL,Talagante,no2,µg/m³
20.795147,24,4.60199,52.494,5,11,2015,NL,Wijk aan Zee,pm25,µg/m³
20.350142,48,5.6062946,52.43595,5,11,2015,NL,Biddinghuizen,pm10,µg/m³
14.912222,24,5.70842,52.1116,5,11,2015,NL,Wekerom,pm10,µg/m³
447.94348,23,-72.59879,-38.764767,4,11,2015,CL,Padre las Casas,co,µg/m³
26.376,20,-71.550095,-33.02042,4,11,2015,CL,Viña del Mar,pm25,µg/m³
53.673912,23,-72.59879,-38.764767,4,11,2015,CL,Padre las Casas,pm10,µg/m³
79.947365,19,-0.46211,51.892292,26,9,2017,GB,Luton,no2,µg/m³
39.869564,23,-2.615358,53.38928,26,9,2017,GB,Warrington,no2,µg/m³
3.1304348,23,-5.928833,54.59965,26,9,2017,GB,Belfast,so2,µg/m³
27.130434,23,-1.560228,52.411564,26,9,2017,GB,Coventry,o3,µg/m³
6.2370834,24,6.93243,52.8757,18,11,2015,NL,Valthermond,no2,µg/m³
19.120237,24,4.77401,52.334,18,11,2015,NL,Badhoevedorp,pm10,µg/m³
143.34474,380,106.890175,47.9119,18,11,2015,MN,Ulaanbaatar,pm25,µg/m³
59.066162,529,106.886566,47.912716,18,11,2015,MN,Ulaanbaatar,so2,µg/m³
8.2,23,20.955555,52.407578,18,11,2015,PL,Legionowo,no2,µg/m³
-59.979168,24,4.46134,51.9271,3,11,2015,NL,Rotterdam Noord ,no2,µg/m³
-95.00042,24,5.14845,51.5184,3,11,2015,NL,Biest Houtakker,no2,µg/m³
9.333333,18,20.788889,51.835182,3,11,2015,PL,Belsk,so2,µg/m³
83.24058,69,21.028055,52.22364,3,11,2015,PL,Warszawa,pm25,µg/m³
11.386392,23,-70.71944,-33.492847,3,11,2015,CL,Cerrillos,no2,µg/m³
18.011913,23,-70.62931,-31.889278,3,11,2015,CL,Salamanca,pm10,µg/m³
447.05417,48,-71.45266,-32.7501,27,11,2015,CL,Puchuncaví,co,µg/m³
-236.16667,24,5.71475,50.8459,28,11,2015,NL,Maastricht,no2,µg/m³
55.96125,24,4.45053,51.7866,28,11,2015,NL,Westmaas,o3,µg/m³
50.35652,23,22.272778,52.172035,28,11,2015,PL,Siedlce,pm25,µg/m³
480.65463,119,-73.15125,-37.039993,27,11,2015,CL,Coronel,co,µg/m³
801.17914,24,-70.75017,-33.437813,28,11,2015,CL,Pudahuel,co,µg/m³
12.13619,21,-70.29055,-18.483427,28,11,2015,CL,Arica,pm25,µg/m³
43,47,100.5434,13.664026,29,11,2015,TH,Samut Prakan,pm10,µg/m³
0.0194375,32,100.890335,14.638212,29,11,2015,TH,Saraburi,no2,ppm
0.008608696,23,99.81487,13.532555,29,11,2015,TH,Ratchaburi,no2,ppm
0.8605,20,100.53114,13.680101,19,2,2016,TH,Samut Prakan,co,ppm
-30.398333,24,4.98744,52.2015,19,2,2016,NL,Breukelen,o3,µg/m³
-998.0417,24,6.40293,52.3883,19,2,2016,NL,Hellendoorn,o3,µg/m³
3.62957,93,0.529418,49.488075,23,10,2017,FR,Seine-Maritime,pm25,µg/m³
2.9075,24,-61.08571,14.600572,22,10,2017,FR,unused,no2,µg/m³
42.40819,249,5.380837,45.2953,23,10,2017,FR,Isère,o3,µg/m³
40.585,86,-1.0568541,43.420414,23,10,2017,FR,Pyrénées-Atlantiques,o3,µg/m³
1.055122,24,20.95862,41.51445,23,10,2017,MK,Kicevo Municipality,so2,µg/m³
76.17391,23,26.63529,40.85121,23,10,2017,TR,Edirne,pm10,µg/m³
1080.3043,23,37.01316,39.747295,23,10,2017,TR,Sivas,co,µg/m³
67.71739,46,121.76966,24.69006,23,10,2017,TW,宜蘭縣,pm10,µg/m³
0.4700255,6271,35.17812,31.793486,18,8,2017,IL,ירושלים,co,ppm
0.78243905,82,100.54113,13.724014,19,8,2017,TH,Bangkok,co,ppm
35.01471,24,-70.953064,-33.67375,7,2,2016,CL,Talagante,o3,µg/m³
26.704782,23,-72.59879,-38.764767,7,2,2016,CL,Padre las Casas,pm10,µg/m³
-26.645834,24,4.83206,52.4202,7,2,2016,NL,Hemkade,no2,µg/m³
5.8875,48,5.6062946,52.43595,7,2,2016,NL,Biddinghuizen,no2,µg/m³
20.579166,24,4.70824,51.8007,7,2,2016,NL,Dordrecht,o3,µg/m³
8.598888,24,6.01757,52.6541,7,2,2016,NL,Barsbeek,pm10,µg/m³
47.153915,24,-71.53143,-32.78617,7,2,2016,CL,Quintero,no2,µg/m³
13.05075,24,-71.67826,-35.435143,6,2,2016,CL,Talca,no2,µg/m³
25.368458,24,-73.228516,-39.831318,6,2,2016,CL,Valdivia,pm25,µg/m³
0.030272728,22,100.29,7.0100007,11,11,2015,TH,Songkhla,no2,ppm
27.772728,22,99.83,19.909996,11,11,2015,TH,Chiang Rai,pm10,µg/m³
6.1903334,33,-72.59524,-38.73665,10,11,2015,CL,Temuco,pm25,µg/m³
33.85875,24,-71.67826,-35.435143,11,11,2015,CL,Talca,o3,µg/m³
47.897083,24,-72.049965,-45.579044,11,11,2015,CL,Coyhaique,o3,µg/m³
0.013034483,203,100.539955,13.737907,12,11,2015,TH,Bangkok,o3,ppm
235.625,24,4.77401,52.334,25,11,2015,NL,Badhoevedorp,co,µg/m³
40.70435,23,19.705278,52.55094,25,11,2015,PL,Płock,pm25,µg/m³
34.875416,24,4.64232,52.3705,8,12,2015,NL,Haarlem,no2,µg/m³
-15.5925,24,6.0424,51.1192,8,12,2015,NL,Posterholt,o3,µg/m³
23.299898,24,5.71475,50.8459,8,12,2015,NL,Maastricht,pm10,µg/m³
20.147053,48,5.823395,51.541702,8,12,2015,NL,De Rips,pm10,µg/m³
664.54346,46,19.696945,52.555885,8,12,2015,PL,Płock,co,µg/m³
33.541668,24,102.50621,13.689029,8,12,2015,TH,Sa Kaeo,pm10,µg/m³
36.958332,24,-69.31814,-22.888723,7,12,2015,CL,Sierra Gorda,pm10,µg/m³
2.6449523,21,-70.71392,-34.162315,7,12,2015,CL,Rancagua,so2,µg/m³
51.685783,211,13.838765,50.583763,27,10,2017,CZ,Ústecký,o3,µg/m³
18.560833,24,5.70842,52.1116,4,11,2015,NL,Wekerom,o3,µg/m³
30.803333,24,6.01757,52.6541,4,11,2015,NL,Barsbeek,pm10,µg/m³
4.6,21,150.58,-34.3075,13,11,2017,AU,Sydney South-west,pm25,µg/m³
0.032142855,7,-148.9675,63.7233,12,11,2017,US,YUKON-KOYUKUK,o3,ppm
0.001428572,21,-112.086365,33.462666,12,11,2017,US,Phoenix-Mesa-Scottsdale,so2,ppm
33.52,25,-115.563385,32.990906,12,11,2017,US,El Centro,pm10,µg/m³
13.857142,14,-106.95885,44.809338,12,11,2017,US,Sheridan,pm10,µg/m³
16.041475,434,-5.611104,36.32318,24,9,2017,ES,Cádiz,no2,µg/m³
19.666641,256,4.871663,45.744267,24,9,2017,FR,Rhône,pm10,µg/m³
15.661451,124,5.0219727,47.29147,24,9,2017,FR,Côte-d'Or,no2,µg/m³
6.342857,21,13.749778,45.291203,24,9,2017,HR,Istarska,pm10,µg/m³
1070.9615,20,-70.59479,-33.591393,15,9,2017,CL,Puente Alto,co,µg/m³
8.184203,69,77.026306,28.450129,24,8,2017,IN,Gurgaon,so2,µg/m³
0.30526316,19,-45.575806,-23.03235,15,8,2017,BR,Taubaté,co,ppm
66.084335,83,-2.1259472,42.348774,22,9,2017,ES,La Rioja,o3,µg/m³
27.995834,24,4.46134,51.9271,19,12,2015,NL,Rotterdam Noord ,pm10,µg/m³
0.43521738,23,98.39429,7.881636,19,12,2015,TH,Phuket,co,ppm
112.31391,23,4.9233,51.9745,15,9,2017,NL,Cabauw,co,µg/m³
7.2716885,24,17.642485,59.85953,15,9,2017,SE,Uppsala,pm10,µg/m³
0.00195,22,121.59977,23.971306,15,9,2017,TW,花蓮縣,so2,ppm
0.39272726,22,120.440834,23.462778,15,9,2017,TW,嘉義市,co,ppm
0.027981818,22,121.760056,25.129168,15,9,2017,TW,基隆市,o3,ppm
601.3896,48,2.3393054,48.843613,22,9,2017,FR,Paris,co,µg/m³
0.025257142,63,120.47341,24.040949,7,11,2017,TW,彰化縣,o3,ppm
-39.170834,24,4.60184,52.463,18,2,2016,NL,IJmuiden,so2,µg/m³
2.442222,9,-70.953064,-33.67375,18,2,2016,CL,Talagante,so2,µg/m³
14.222222,18,-70.383316,-23.613543,7,11,2017,CL,Antofagasta,pm10,µg/m³
-16.598959,48,5.45859,51.45645,17,12,2015,NL,Eindhoven,no2,µg/m³
40.00625,24,4.3263,51.9105,17,12,2015,NL,Vlaardingen,no2,µg/m³
20.41375,24,4.64232,52.3705,17,12,2015,NL,Haarlem,o3,µg/m³
10.640917,24,-73.11371,-36.769802,17,12,2015,CL,Talcahuano,o3,µg/m³
24.217348,48,-73.1174,-36.78593,17,12,2015,CL,Hualpén,no2,µg/m³
0.01976,25,98.98804,18.792961,18,12,2015,TH,Chiang Mai,no2,ppm
0.044760868,46,101.197,12.839631,9,2,2016,TH,Rayong,o3,ppm
40.439026,246,-0.16002944,51.508755,9,2,2016,GB,London,no2,µg/m³
103.62136,235,77.19076,28.626562,6,12,2015,IN,Delhi,no2,µg/m³
15.11625,24,4.64232,52.3705,5,12,2015,NL,Haarlem,no2,µg/m³
7.0899997,24,6.0424,51.1192,5,12,2015,NL,Posterholt,o3,µg/m³
18.212208,24,-72.95853,-36.601715,5,12,2015,CL,Tomé,pm25,µg/m³
55.125,24,-70.65116,-33.422302,5,12,2015,CL,Independencia,pm10,µg/m³
0.009230769,13,101.0483,19.540054,5,12,2015,TH,Nan,co,ppm
3.5305555,18,-73.11872,-40.58448,5,12,2015,CL,Osorno,pm25,µg/m³
-135.29167,24,4.77401,52.334,1,11,2015,NL,Badhoevedorp,no2,µg/m³
1.1416667,24,4.12194,51.9778,1,11,2015,NL,Hoek v. Holland,o3,µg/m³
33.491222,24,4.81671,52.448,1,11,2015,NL,Zaandam,pm25,µg/m³
48.667015,24,4.46134,51.9271,1,11,2015,NL,Rotterdam Noord ,pm10,µg/m³
30.15889,24,5.14845,51.5184,1,11,2015,NL,Biest Houtakker,pm10,µg/m³
30.782927,41,16.49672,48.944324,15,10,2017,CZ,Jihomoravský,o3,µg/m³
66.4955,111,-2.1451256,42.353065,16,10,2017,ES,La Rioja,o3,µg/m³
9.736667,24,4.35984,51.4344,11,1,2016,NL,Huijbergen,pm10,µg/m³
45.181522,92,21.24432,52.224026,11,1,2016,PL,Warszawa,pm10,µg/m³
1245.2059,68,21.317217,52.245487,11,1,2016,PL,Warszawa,co,µg/m³
9.208206,17,9.394312,47.40699,1,11,2017,CH,Sankt Gallen,no2,µg/m³
11.659091,44,-7.642743,42.206806,1,11,2017,ES,Ourense,pm10,µg/m³
111.17647,17,-7.55,42.998055,2,11,2017,ES,Lugo,co,µg/m³
15.203333,24,5.57349,52.9169,13,11,2015,NL,Balk,pm10,µg/m³
9.900294,34,101.16779,12.71422,13,11,2015,TH,Rayong,co,ppm
2.4666667,15,0.634889,51.45617,16,9,2017,GB,Rochester,so2,µg/m³
26.903225,31,-1.5609344,53.811615,16,9,2017,GB,Leeds,no2,µg/m³
0.026687501,16,-86.08052,38.920834,16,9,2017,US,Seymour,o3,ppm
-6.00E-04,15,-87.4014,39.4861,16,9,2017,US,Terre Haute,so2,ppm
10.125,16,-68.0162,46.6823,16,9,2017,US,AROOSTOOK,pm10,µg/m³
6.875,16,-68.2609,44.37705,16,9,2017,US,HANCOCK,pm25,µg/m³
0.025375,96,-76.53247,39.371803,16,9,2017,US,Baltimore-Towson,o3,ppm
0.029461538,13,-74.02819,41.18208,16,9,2017,US,ROCKLAND,o3,ppm
15.1875,16,-78.9531,35.0414,16,9,2017,US,Fayetteville,pm10,µg/m³
0.23870969,31,-81.509705,41.093254,16,9,2017,US,Akron,co,ppm
29.003185,314,-0.04592736,51.514088,14,9,2017,GB,London,no2,µg/m³
48.56818,44,106.813736,-6.20962,14,9,2017,ID,Jakarta,pm25,µg/m³
2.909091,22,-3.182186,55.945587,6,10,2017,GB,Edinburgh,pm25,µg/m³
11.139535,43,-4.2409854,55.863415,6,10,2017,GB,Glasgow,pm10,µg/m³
29,22,-1.610528,54.97825,6,10,2017,GB,Newcastle,no2,µg/m³
2.98,5,-72.3095,43.629604,5,10,2017,US,Lebanon,pm25,µg/m³
0.083333336,6,-124.6203,48.2867,5,10,2017,US,Port Angeles,co,ppm
5.3666663,6,-88.27792,32.36253,6,10,2017,US,SUMTER,pm25,µg/m³
0.013,6,-87.4597,33.0894,6,10,2017,US,Tuscaloosa,o3,ppm
7.035,22,-72.47996,-36.65912,29,8,2017,CL,Ránquil,o3,µg/m³
31.721363,22,-70.323906,-27.370329,4,11,2017,CL,Copiapó,pm10,µg/m³
11.673171,41,15.35157,49.485424,4,11,2017,CZ,Vysočina,no2,µg/m³
2.0714285,21,-5.353175,36.133316,5,11,2017,GI,Gibraltar,so2,µg/m³
648,65,,,5,11,2017,IN,Pali,co,µg/m³
22.792656,21,21.71474,42.13556,4,11,2017,MK,Kumanovo Municipality,no2,µg/m³
6.918221,21,5.05051,52.8037,5,11,2017,NL,Wieringerwerf,pm25,µg/m³
14.571428,21,14.512704,46.0655,5,11,2017,SI,Ljubljana Bežigrad,pm10,µg/m³
6.4521737,46,19.696945,52.555885,6,2,2016,PL,Płock,so2,µg/m³
36.06087,23,19.705278,52.55094,6,2,2016,PL,Płock,pm25,µg/m³
68.65915,47,,,13,11,2017,IN,Bhiwadi,no2,µg/m³
11.5633335,9,1.693819,46.798332,22,9,2017,FR,Indre,pm10,µg/m³
58.674885,172,2.9027662,39.57335,16,9,2017,ES,Illes Balears,o3,µg/m³
65.45363,496,106.914055,47.906982,16,8,2017,MN,Ulaanbaatar,pm10,µg/m³
19.928572,28,27.548769,41.53748,7,11,2017,TR,Kırklareli,so2,µg/m³
0.155,2,-71.878624,42.86183,11,11,2017,US,Manchester-Nashua,co,ppm
11.439931,24,4.35524,51.8674,11,2,2016,NL,Hoogvliet,pm10,µg/m³
5.900383,48,5.12632,52.10315,11,2,2016,NL,Utrecht,pm25,µg/m³
-61.795,24,5.85307,51.5405,26,2,2016,NL,Vredepeel,o3,µg/m³
-57.272915,24,4.9233,51.9745,26,2,2016,NL,Cabauw,o3,µg/m³
13.092512,24,4.70824,51.8007,26,2,2016,NL,Dordrecht,pm10,µg/m³
860.63293,79,76.85318,30.705778,1,10,2017,IN,Panchkula,co,µg/m³
263.51904,21,-0.353611,49.175278,22,9,2017,FR,Calvados,co,µg/m³
3.668,10,5.0572495,45.366734,21,9,2017,FR,Isère,so2,µg/m³
66.95652,23,-1.85213,38.97928,10,10,2017,ES,Albacete,o3,µg/m³
44.42406,96,5.0232606,44.853924,10,10,2017,FR,Drôme,o3,µg/m³
22.406652,48,18.583479,47.67361,10,10,2017,HU,Komárom-Esztergom,o3,µg/m³
7.920076,66,6.0776668,49.571434,10,10,2017,LU,Luxemburg,pm25,µg/m³
29.680851,47,27.079168,40.2274,10,10,2017,TR,Çanakkale,pm10,µg/m³
43.708332,24,27.107311,40.417294,10,10,2017,TR,Çanakkale,co,µg/m³
25.217392,46,30.40341,40.78001,10,10,2017,TR,Sakarya,no2,µg/m³
0.025491666,24,119.566154,23.56903,10,10,2017,TW,澎湖縣,o3,ppm
0.23859316,263,121.50179,25.05939,10,10,2017,TW,新北市,co,ppm
0.010172917,48,120.29644,23.510073,10,10,2017,TW,嘉義縣,no2,ppm
9.31E-04,29,98.98866,18.791092,7,11,2017,TH,Chiang Mai,so2,ppm
0.005666667,15,,,7,11,2017,TH,Prachin Buri,no2,ppm
67.729,169,77.161,28.619453,16,2,2016,IN,Delhi,o3,µg/m³
0.00326087,23,100.53565,13.907827,16,2,2016,TH,Nonthaburi,so2,ppm
9.708333,24,4.71501,52.3275,15,2,2016,NL,Hoofddorp,o3,µg/m³
11.892341,24,6.1082,51.4541,15,2,2016,NL,Horst a/d Maas,pm25,µg/m³
17.554575,24,4.57934,52.4789,15,2,2016,NL,Reijndersweg,pm10,µg/m³
10.637642,24,4.60199,52.494,15,2,2016,NL,Wijk aan Zee,pm10,µg/m³
46.034782,23,20.838888,52.191727,15,2,2016,PL,Piastów,pm25,µg/m³
18.82889,90,21.23939,52.22327,29,1,2016,PL,Warszawa,pm25,µg/m³
23.391304,23,97.97153,19.3045,29,1,2016,TH,Mae Hong Son,pm10,µg/m³
9.693334,24,6.01757,52.6541,29,1,2016,NL,Barsbeek,o3,µg/m³
3.3658261,24,5.70842,52.1116,29,1,2016,NL,Wekerom,pm25,µg/m³
19.668419,24,4.40139,51.9214,29,1,2016,NL,Schiedam,pm10,µg/m³
23.955334,15,-72.95853,-36.601715,29,1,2016,CL,Tomé,pm10,µg/m³
5,43,,,29,1,2016,BR,Guarulhos-Paco Municipal,no2,µg/m³
26.954027,72,-73.11559,-36.732296,6,10,2017,CL,Talcahuano,pm10,µg/m³
66.3,8,18.534891,44.533302,19,10,2017,BA,Lukavac,pm25,µg/m³
37.59967,19,4.77401,52.334,19,10,2017,NL,Badhoevedorp,pm10,µg/m³
6.0616665,24,0.110833,48.445553,10,10,2017,FR,Orne,no2,µg/m³
0.0399375,16,-109.8919,34.8225,21,10,2017,US,NAVAJO,o3,ppm
9.133333,15,-93.6433,41.6031,21,10,2017,US,Des Moines,pm25,µg/m³
0.038214285,14,-79.0119,39.7058,21,10,2017,US,GARRETT,o3,ppm
9.792857,14,-84.8919,44.3106,21,10,2017,US,Cadillac,pm25,µg/m³
36.875,16,-105.37028,45.440296,21,10,2017,US,POWDER RIVER,pm10,µg/m³
0.022571428,14,-83.4306,35.0608,21,10,2017,US,MACON,o3,ppm
18.696428,28,-84.40131,39.47564,21,10,2017,US,BUTLER,pm25,µg/m³
5.9964285,28,-73.039635,44.502243,21,10,2017,US,Burlington-South Burlington,pm25,µg/m³
0.0379375,16,-111.0419,41.3694,21,10,2017,US,Evanston,o3,ppm
72.84583,24,14.630464,45.59348,2,10,2017,HR,Loški Potok,o3,µg/m³
-55.933334,24,4.77401,52.334,4,2,2016,NL,Badhoevedorp,no2,µg/m³
16.056728,72,4.32148,52.063732,4,2,2016,NL,Den Haag,pm10,µg/m³
35.692924,212,14.447405,50.079586,21,10,2017,CZ,Hlavní město Praha,no2,µg/m³
10.008095,21,3.8870013,45.03898,21,10,2017,FR,Haute-Loire,pm10,µg/m³
61.458015,126,4.896748,45.79055,21,10,2017,FR,Rhône,o3,µg/m³
27.043478,23,15.660639,46.169056,21,10,2017,HR,Krapinsko-zagorska,pm10,µg/m³
8.5032625,46,18.59055,47.678673,21,10,2017,HU,Komárom-Esztergom,o3,µg/m³
6.878788,66,6.0776668,49.571434,21,10,2017,LU,Luxemburg,pm25,µg/m³
37.62457,48,21.346535,41.03514,21,10,2017,MK,Bitola Municipality,pm10,µg/m³
52.230392,24,21.76529,41.70583,21,10,2017,MK,Veles Municipality,pm10,µg/m³
394.87802,24,21.33667,41.03028,21,10,2017,MK,Bitola Municipality,co,µg/m³
31.347826,46,28.95871,40.209545,21,10,2017,TR,Bursa,o3,µg/m³
130.70833,24,27.107311,40.417294,21,10,2017,TR,Çanakkale,co,µg/m³
68.8125,48,34.955803,40.538994,21,10,2017,TR,Çorum,no2,µg/m³
135.47223,72,35.453487,38.729603,21,10,2017,TR,Kayseri,pm10,µg/m³
1959.9584,24,35.469616,38.723557,21,10,2017,TR,Kayseri,co,µg/m³
19.791666,24,118.312256,24.432133,21,10,2017,TW,金門縣,pm25,µg/m³
18.875,24,120.440834,23.462778,21,10,2017,TW,嘉義市,pm25,µg/m³
0.007125,48,120.29644,23.510073,21,10,2017,TW,嘉義縣,no2,ppm
0.001227273,22,151.14972,-32.52972,6,10,2017,AU,Upper Hunter - Singleton,so2,ppm
10.285714,21,-2.293772,53.55903,6,10,2017,GB,Bury,pm10,µg/m³
8.272083,24,,,6,10,2017,IN,Nagpur,so2,µg/m³
38.175,40,32.642685,41.193516,6,10,2017,TR,Karabük,no2,µg/m³
51.911667,24,1.622591,43.114395,8,10,2017,FR,Ariège,o3,µg/m³
0.012740741,162,100.56442,13.740683,20,1,2016,TH,Bangkok,no2,ppm
0.24388888,18,101.28,6.549994,20,1,2016,TH,Yala,co,ppm
16.14615,24,4.60184,52.463,20,1,2016,NL,IJmuiden,pm10,µg/m³
85.979164,24,-70.66621,-33.5471,19,1,2016,CL,El Bosque,pm10,µg/m³
1.6513947,38,-72.59468,-38.736385,19,1,2016,CL,Temuco,pm25,µg/m³
7.2695127,39,-72.05569,-45.579517,19,1,2016,CL,Coyhaique,pm25,µg/m³
-50.05417,24,4.60184,52.463,29,10,2015,NL,IJmuiden,no2,µg/m³
-27.682917,24,5.57349,52.9169,29,10,2015,NL,Balk,o3,µg/m³
10.136443,24,4.3263,51.9105,29,10,2015,NL,Vlaardingen,pm25,µg/m³
6.4545455,22,-69.31814,-22.888723,29,10,2015,CL,Sierra Gorda,pm25,µg/m³
24.963894,19,-70.989685,-34.57976,29,10,2015,CL,San Fernando,o3,µg/m³
2.2327778,18,-70.59479,-33.591393,29,10,2015,CL,Puente Alto,so2,µg/m³
0.013418605,43,100.90027,14.608877,30,10,2015,TH,Saraburi,o3,ppm
31.40909,22,99.01115,18.564722,30,10,2015,TH,Lamphun,pm10,µg/m³
33.217392,23,98.98866,18.791092,30,10,2015,TH,Chiang Mai,pm10,µg/m³
0.007608695,23,101.28636,13.588554,30,10,2015,TH,Chachoengsao,o3,ppm
0.027869565,23,99.81487,13.532555,30,10,2015,TH,Ratchaburi,o3,ppm
-37.20625,24,6.93243,52.8757,8,2,2016,NL,Valthermond,no2,µg/m³
9.828767,24,4.77401,52.334,8,2,2016,NL,Badhoevedorp,pm10,µg/m³
2.1420045,14,21.70584,47.961113,7,11,2017,HU,Szabolcs-Szatmár-Bereg,so2,µg/m³
-42.69579,19,4.70824,51.8007,7,11,2017,NL,Dordrecht,o3,µg/m³
1.3333334,18,31.433418,41.276466,24,9,2017,TR,Zonguldak,so2,µg/m³
676.4727,22,-72.62079,-38.7487,14,9,2017,CL,Temuco,co,µg/m³
0.033,20,-106.9858,38.9564,14,9,2017,US,GUNNISON,o3,ppm
0.004114286,35,-107.75288,37.11919,14,9,2017,US,Durango,no2,ppm
18.526316,19,-116.1065,44.890198,14,9,2017,US,VALLEY,pm25,µg/m³
0.014636364,22,-71.05605,42.325195,14,9,2017,US,SUFFOLK,no2,ppm
0.033525422,59,-97.39283,36.688103,14,9,2017,US,Jackson,o3,ppm
9.0248575,350,-73.97053,40.73531,14,9,2017,US,New York-Northern New Jersey-Long Island,pm25,µg/m³
7.50E-04,20,-82.853,35.534,14,9,2017,US,HAYWOOD,so2,ppm
14.769048,42,-97.48025,35.4664,14,9,2017,US,Oklahoma City,pm25,µg/m³
9.000961,104,-122.74966,45.504963,14,9,2017,US,Portland-Vancouver-Beaverton,pm25,µg/m³
0.015944444,18,-76.383446,40.33733,14,9,2017,US,LEBANON,o3,ppm
0.04097778,45,100.90155,14.605083,2,3,2016,TH,Saraburi,o3,ppm
8.821955,22,-71.61955,-35.435726,29,2,2016,CL,Maule,pm25,µg/m³
6.6666665,24,0.271611,50.80578,1,3,2016,GB,Eastbourne,no2,µg/m³
21.985416,24,-72.95853,-36.601715,29,2,2016,CL,Tomé,pm25,µg/m³
13.416667,24,-1.610528,54.97825,1,3,2016,GB,Newcastle,pm10,µg/m³
12.416667,24,0.54797,51.374264,1,3,2016,GB,Chatham,pm25,µg/m³
25.977106,48,-72.47125,-36.713882,29,2,2016,CL,Quillón,so2,µg/m³
39.914288,63,14.59939,50.162003,13,10,2017,CZ,Středočeský,o3,µg/m³
26.573517,91,-4.5855494,36.67138,13,10,2017,ES,Málaga,pm10,µg/m³
510.2967,91,-4.5857477,36.67149,13,10,2017,ES,Málaga,co,µg/m³
27.99625,72,1.4668062,43.639114,13,10,2017,FR,Haute-Garonne,pm10,µg/m³
8.33E-05,12,-106.27767,42.8463,14,8,2017,US,Casper,so2,ppm
3.9666667,30,-120.859375,39.99926,9,10,2017,US,PLUMAS,pm25,µg/m³
0.2145,20,-121.3752,38.667862,9,10,2017,US,Sacramento--Arden-Arcade--Roseville,co,ppm
0.0019,10,-108.45878,45.78658,9,10,2017,US,YELLOWSTONE,so2,ppm
29.636364,22,-106.394424,31.717789,9,10,2017,US,El Paso,pm10,µg/m³
46.435,22,27.333368,56.510204,6,10,2017,LV,Rezekne,o3,µg/m³
32.3,10,99.32072,9.136808,6,10,2017,TH,Surat Thani,pm10,µg/m³
18.688889,45,27.736412,41.14402,6,10,2017,TR,Tekirdağ,so2,µg/m³
0.035503447,58,120.77526,23.87999,6,10,2017,TW,南投縣,o3,ppm
28,1,-120.0341,36.9533,12,11,2017,US,Madera,pm10,µg/m³
27.681818,22,-47.154842,-22.772322,3,10,2017,BR,Paulínia,o3,µg/m³
