system:index,city_id,countryCode,date,downward_shortwave_radiation_flux,precipitable_water_entire_atmosphere,relative_humidity_2m_above_ground,specific_humidity_2m_above_ground,temperature_2m_above_ground,total_cloud_cover_entire_atmosphere,total_precipitation_surface,u_component_of_wind_10m_above_ground,v_component_of_wind_10m_above_ground,.geo
2017010100F001_00000000000000000340,249,ESP,2017-01-01T00:00:00,101.3043478,6.195652257,85.55217527,0.004292174,3.739126985,5.173913043,0,-0.376521736,0.214347824,
2017010100F001_00000000000000000341,250,ESP,2017-01-01T00:00:00,100.4347826,5.647826174,85.07826349,0.004133043,3.105648406,16.17391304,8.70E-04,-0.882173891,0.429565211,
2017010100F001_00000000000000000342,251,ESP,2017-01-01T00:00:00,92.60869565,9.900000158,75.3173931,0.003960435,4.79521564,21.43478261,0,-0.18043478,-0.11304347,
2017010100F001_00000000000000000343,252,ESP,2017-01-01T00:00:00,95.65217391,6.552174008,60.99130564,0.003073478,3.936516007,14.17391304,0,-0.109130433,1.268695634,
2017010100F001_00000000000000000344,253,ESP,2017-01-01T00:00:00,121.7391304,4.634782646,73.00869701,0.003463043,2.864775815,4.086956522,0,0.637391289,0.833478246,
2017010100F001_00000000000000000346,255,ESP,2017-01-01T00:00:00,110,3.300000056,42.63913121,0.001781739,0.419558849,11.30434783,0,0.988695634,1.890434734,
2017010100F001_00000000000000000347,256,ESP,2017-01-01T00:00:00,103.0434783,8.443478543,84.24347902,0.004782174,5.653907311,0,0,1.412173883,-0.059999999,
2017010100F001_00000000000000000348,257,ESP,2017-01-01T00:00:00,103.0434783,8.443478543,84.24347902,0.004782174,5.653907311,0,0,1.412173883,-0.059999999,
2017010100F001_00000000000000000349,258,ESP,2017-01-01T00:00:00,112.6086957,8.921739143,60.82174086,0.005396522,12.5986904,0.217391304,0,3.036956463,1.752173893,
2017010100F001_0000000000000000034a,259,ESP,2017-01-01T00:00:00,115.6521739,8.295652348,73.88260999,0.003497391,3.182163935,20.73913043,0,-0.225652167,0.428260864,
2017010100F001_0000000000000000034b,260,ESP,2017-01-01T00:00:00,93.04347826,10.99565232,83.67391437,0.004520435,4.426084303,35.13043478,0,0.380434771,1.572608658,
2017010100F001_0000000000000000034c,261,ESP,2017-01-01T00:00:00,110.4347826,11.1130437,76.8782619,0.005592174,9.750431757,0.260869565,0,0.433913041,1.90304345,
2017010100F001_0000000000000000034d,262,ESP,2017-01-01T00:00:00,102.6086957,4.734782717,74.02174013,0.003375652,2.529995329,1.695652174,0,-1.63521735,-0.225652171,
2017010100F001_0000000000000000034f,264,ESP,2017-01-01T00:00:00,123.4782609,9.760869773,80.46956635,0.005545652,8.626949675,15.04347826,0,0.871739115,0.892608675,
2017010100F001_00000000000000000350,265,ESP,2017-01-01T00:00:00,100,5.043478323,84.36956721,0.003523043,0.787383237,2.695652174,0,-0.263043474,1.333913008,
2017010100F001_00000000000000000351,266,ESP,2017-01-01T00:00:00,101.3043478,3.560869621,52.26521807,0.002562609,3.077820355,7,0,0.237826082,2.793043396,
2017010100F001_0000000000000000037a,307,ESP,2017-01-01T00:00:00,123.4782609,5.965217476,75.06521872,0.003414348,1.940865425,4.652173913,0,0.299130434,0.647826071,
2017010100F001_0000000000000000038c,325,ESP,2017-01-01T00:00:00,122.6086957,8.952174125,81.56956681,0.004606087,5.342600151,21.56521739,0,-0.129565214,0.424782603,
2017010100F001_0000000000000000038d,326,ESP,2017-01-01T00:00:00,122.6086957,8.952174125,81.56956681,0.004606087,5.342600151,21.56521739,0,-0.129565214,0.424782603,
2017010100F001_0000000000000000039c,341,ESP,2017-01-01T00:00:00,123.4782609,9.995652448,75.01739237,0.006054348,11.16781802,3.391304348,0,0.603043467,0.34478259,
2017010100F001_000000000000000003b4,365,ESP,2017-01-01T00:00:00,124.7826087,11.30000023,75.86521796,0.0053,9.177385944,2.304347826,0,-0.973913023,-1.002173879,
2017010100F001_000000000000000003c5,382,ESP,2017-01-01T00:00:00,127.826087,9.191304456,80.50434975,0.005798695,9.139124862,6.565217391,0,0.253913033,0.970434764,
2017010100F001_000000000000000003cb,388,ESP,2017-01-01T00:00:00,114.3478261,4.243478329,83.85217551,0.003505652,0.434777832,3.130434783,0,-0.290869555,0.803478246,
2017010100F001_000000000000000003d0,393,ESP,2017-01-01T00:00:00,122.173913,8.691304497,84.10434922,0.004527391,4.319560706,30.26086957,0,-0.265217388,0.638695639,
2017010100F001_0000000000000000040a,451,ESP,2017-01-01T00:00:00,97.39130435,5.065217536,66.53043598,0.003707826,5.506949251,2.652173913,0,0.194347818,2.162173854,
2017010100F001_00000000000000000419,466,ESP,2017-01-01T00:00:00,132.6086957,4.495652251,83.89130567,0.004226956,1.917822,19.86956522,0,-0.329130428,1.021304316,
2017010100F001_00000000000000000428,481,ESP,2017-01-01T00:00:00,113.9130435,4.008695748,81.32608895,0.003236956,-0.235223654,2.347826087,0,-0.177391301,1.215217357,
2017010100F001_0000000000000000042c,485,ESP,2017-01-01T00:00:00,124.3478261,11.08695677,77.36956654,0.005218261,8.686516007,4.086956522,0,-1.029130414,-0.529565215,
2017010100F001_00000000000000000465,542,ESP,2017-01-01T00:00:00,102.6086957,4.60000005,78.78261002,0.003172609,-0.034789508,0,0,-0.00913044,0.239999989,
2017010100F001_00000000000000000474,557,ESP,2017-01-01T00:00:00,110.4347826,11.1130437,76.8782619,0.005592174,9.750431757,0.260869565,0,0.433913041,1.90304345,
2017010100F001_00000000000000000489,578,ESP,2017-01-01T00:00:00,126.9565217,6.852174116,77.16521918,0.004487391,5.362605087,13.04347826,0,0.290434778,0.814782603,
2017010100F001_0000000000000000048a,579,ESP,2017-01-01T00:00:00,126.0869565,6.88695665,71.9130458,0.004010869,5.318251104,8.086956522,0,0.178260867,0.407391292,
2017010100F001_000000000000000004c2,1209,ESP,2017-01-01T00:00:00,114.7826087,7.621739284,65.039131,0.00443,8.588252059,0,0,2.488695585,0.515217383,
2017010100F001_000000000000000004c3,1210,ESP,2017-01-01T00:00:00,113.0434783,3.239130487,59.74782687,0.002344348,0.312604025,8.739130435,0,1.009130413,1.351304313,
2017010100F001_000000000000000004dd,1236,ESP,2017-01-01T00:00:00,123.4782609,7.843478472,81.98695888,0.004160435,3.253909434,16.7826087,0,-0.143043478,1.506956481,
2017010100F001_000000000000000004de,1237,ESP,2017-01-01T00:00:00,128.2608696,4.800000108,68.02608905,0.003234783,3.041730002,5.869565217,0,0.443913037,0.821739106,
2017010100F001_0000000000000000050c,1283,ESP,2017-01-01T00:00:00,106.0869565,5.226087093,70.24782678,0.003433478,4.106513513,0.434782609,0,-1.198695621,0.723913032,
2017010100F001_0000000000000000043e,503,EST,2017-01-01T00:00:00,6.52173913,9.273913155,90.63043578,0.00404913,2.118690026,76.17391304,0.04826087,2.136521728,-1.571304295,
2017010100F001_00000000000000000255,15,ETH,2017-01-01T00:00:00,315.6521739,2.613043536,20.26956567,0.001868696,10.36825217,13.86956522,0,-1.571304288,0.181304315,
2017010100F001_00000000000000000008,595,FIN,2017-01-01T00:00:00,1.304347826,5.939130514,90.67826246,0.003054783,-1.946527365,92.91304348,0.097826088,-0.133478253,-2.199999926,
2017010100F001_00000000000000000009,596,FIN,2017-01-01T00:00:00,1.304347826,5.939130514,90.67826246,0.003054783,-1.946527365,92.91304348,0.097826088,-0.133478253,-2.199999926,
2017010100F001_0000000000000000003d,648,FIN,2017-01-01T00:00:00,4.347826087,7.152174058,90.81739243,0.003239565,-1.146526303,79.73913043,0.186521736,0.855217376,-1.510869525,
2017010100F001_00000000000000000045,656,FIN,2017-01-01T00:00:00,0,4.808695731,93.21739164,0.001857391,-8.662176514,98.86956522,0.083043479,-2.765217315,-0.114347815,
2017010100F001_00000000000000000114,856,FIN,2017-01-01T00:00:00,0,4.639130499,97.84348032,0.00181913,-9.299571958,64.86956522,8.70E-04,-1.352608663,-1.350434733,
2017010100F001_00000000000000000132,886,FIN,2017-01-01T00:00:00,1.739130435,6.452174,88.49565423,0.002878261,-2.136965014,52.65217391,0.030434783,-1.094347795,-2.298695611,
2017010100F001_00000000000000000133,887,FIN,2017-01-01T00:00:00,0.869565217,5.452173969,97.82608729,0.001982174,-8.084352709,66.69565217,0.020434783,-1.364782569,-0.749999982,
2017010100F001_0000000000000000013a,894,FIN,2017-01-01T00:00:00,4.347826087,7.152174058,90.81739243,0.003239565,-1.146526303,79.73913043,0.186521736,0.855217376,-1.510869525,
2017010100F001_0000000000000000015d,929,FIN,2017-01-01T00:00:00,2.173913043,7.2000001,90.00434875,0.003208261,-1.157399849,86.7826087,0.361304345,0.443478266,-1.396956498,
2017010100F001_00000000000000000238,1148,FIN,2017-01-01T00:00:00,2.173913043,7.2000001,90.00434875,0.003208261,-1.157399849,86.7826087,0.361304345,0.443478266,-1.396956498,
2017010100F001_00000000000000000356,271,FIN,2017-01-01T00:00:00,1.304347826,5.939130514,90.67826246,0.003054783,-1.946527365,92.91304348,0.097826088,-0.133478253,-2.199999926,
2017010100F001_00000000000000000450,521,FIN,2017-01-01T00:00:00,6.956521739,7.656521818,90.22174006,0.003441304,-0.118267026,76,0.038695653,1.130869539,-1.368260846,
2017010100F001_000000000000000004bd,1204,FIN,2017-01-01T00:00:00,6.956521739,7.656521818,90.22174006,0.003441304,-0.118267026,76,0.038695653,1.130869539,-1.368260846,
2017010100F001_00000000000000000006,593,FRA,2017-01-01T00:00:00,72.60869565,5.613043536,66.10434872,0.002419565,-0.503048573,0,0,0.662173896,1.946956474,
2017010100F001_00000000000000000043,654,FRA,2017-01-01T00:00:00,90,7.478260952,84.10000096,0.004096522,3.793038277,0.347826087,0,-0.06782609,1.031304327,
2017010100F001_0000000000000000006b,694,FRA,2017-01-01T00:00:00,86.52173913,4.569565286,72.96521875,0.003065217,0.644777248,0,0,0.714347795,1.49391299,
2017010100F001_0000000000000000006d,696,FRA,2017-01-01T00:00:00,70.43478261,6.813043594,60.58260992,0.002216956,-0.553052289,7.695652174,0,1.870869512,2.422173873,
2017010100F001_00000000000000000081,716,FRA,2017-01-01T00:00:00,252.173913,30.73043541,70.52608855,0.01479913,26.126951,14.65217391,0.125217393,-6.46695645,-3.003912988,
2017010100F001_000000000000000000a0,747,FRA,2017-01-01T00:00:00,252.173913,30.73043541,70.52608855,0.01479913,26.126951,14.65217391,0.125217393,-6.46695645,-3.003912988,
2017010100F001_000000000000000000a5,752,FRA,2017-01-01T00:00:00,15.65217391,10.68260889,80.35217584,0.003423478,1.456080428,77.65217391,0.003478261,0.688260854,2.516521687,
2017010100F001_000000000000000000ae,761,FRA,2017-01-01T00:00:00,62.17391304,4.900000147,57.36087086,0.001846522,-2.366964058,0,0,1.753043434,2.302173853,
2017010100F001_000000000000000000af,762,FRA,2017-01-01T00:00:00,60.86956522,5.147826143,56.45217497,0.001793043,-2.544788659,0,0,2.276086916,2.294347768,
2017010100F001_000000000000000000d2,797,FRA,2017-01-01T00:00:00,60,4.904347928,55.32174019,0.001648696,-3.39043871,0,0,1.56217388,2.002608631,
2017010100F001_0000000000000000010e,850,FRA,2017-01-01T00:00:00,17.39130435,11.29565229,74.75217521,0.002767391,-0.653920845,50.69565217,0.124347829,1.626086937,4.487825948,
2017010100F001_00000000000000000128,876,FRA,2017-01-01T00:00:00,121.7391304,32.71304421,88.10869665,0.013848695,19.4604325,64.47826087,1.292173941,-1.256086933,-1.083913026,
2017010100F001_00000000000000000129,877,FRA,2017-01-01T00:00:00,283.9130435,52.82174003,81.48695838,0.017806521,26.77303732,73.73913043,6.76521751,-5.874347687,-3.983478142,
2017010100F001_0000000000000000012a,878,FRA,2017-01-01T00:00:00,94.34782609,5.786956621,80.0391315,0.003782609,3.34477486,13,0,-0.63304346,0.343913031,
2017010100F001_0000000000000000012e,882,FRA,2017-01-01T00:00:00,44.7826087,10.61739157,90.7521757,0.003689565,0.67999188,56.34782609,0.011304348,1.393913012,3.077825992,
2017010100F001_00000000000000000144,904,FRA,2017-01-01T00:00:00,63.47826087,8.682608812,66.60000113,0.00243,-0.829134203,22.13043478,0,1.836086926,3.040869511,
2017010100F001_00000000000000000182,966,FRA,2017-01-01T00:00:00,85.2173913,4.613043557,68.36956654,0.002892609,1.407388969,0,0,0.503043464,1.528260832,
2017010100F001_00000000000000000184,968,FRA,2017-01-01T00:00:00,96.08695652,8.600000153,84.98695838,0.005735652,8.557824707,7.695652174,0,-1.000869549,-0.686086948,
2017010100F001_00000000000000000185,969,FRA,2017-01-01T00:00:00,95.65217391,8.508695851,81.24782745,0.004488261,4.673471733,1.52173913,0,1.433478234,0.636956512,
2017010100F001_0000000000000000019e,994,FRA,2017-01-01T00:00:00,121.7391304,32.71304421,88.10869665,0.013848695,19.4604325,64.47826087,1.292173941,-1.256086933,-1.083913026,
2017010100F001_000000000000000001ba,1022,FRA,2017-01-01T00:00:00,214.3478261,32.47391336,77.66521885,0.013715217,21.67738594,39.69565217,0.994347842,-0.350434771,0.596956508,
2017010100F001_000000000000000001da,1054,FRA,2017-01-01T00:00:00,77.82608696,5.308695731,68.69130574,0.002578261,-0.162614375,0,0,1.113478233,1.332608669,
2017010100F001_000000000000000001e0,1060,FRA,2017-01-01T00:00:00,35.65217391,9.626087127,68.93913219,0.002874348,1.019124437,66.08695652,0.016956522,0.859130415,2.628260828,
2017010100F001_000000000000000001e5,1065,FRA,2017-01-01T00:00:00,84.7826087,3.147826122,47.83913107,0.001920435,-0.788265859,0,0,0.10086956,0.703478244,
2017010100F001_000000000000000001ee,1074,FRA,2017-01-01T00:00:00,66.95652174,7.339130567,61.05652303,0.002082174,-1.407395869,10,0,1.462608648,2.765652102,
2017010100F001_000000000000000001ef,1075,FRA,2017-01-01T00:00:00,45.65217391,12.50869577,91.42173999,0.004,1.983036738,60.39130435,0.006086957,2.233043427,3.625652085,
2017010100F001_000000000000000001f0,1076,FRA,2017-01-01T00:00:00,61.30434783,8.934782775,66.43913103,0.002373043,-1.09739831,29.30434783,0,1.141739109,3.154782513,
2017010100F001_00000000000000000207,1099,FRA,2017-01-01T00:00:00,49.56521739,11.3173915,82.80869675,0.003142174,-0.410874873,38.2173913,0.039130434,1.412173875,3.279130371,
2017010100F001_0000000000000000023a,1150,FRA,2017-01-01T00:00:00,92.17391304,5.178260969,80.80869642,0.003600869,2.313036579,0.260869565,0,-0.035652174,0.270434776,
2017010100F001_00000000000000000244,1160,FRA,2017-01-01T00:00:00,68.69565217,4.334782694,59.66956578,0.001979565,-2.342181131,0,0,1.072173888,-0.246086951,
2017010100F001_0000000000000000025b,21,FRA,2017-01-01T00:00:00,81.30434783,6.065217536,71.18260939,0.002958696,1.050430165,0,0,-0.699565194,1.762173865,
2017010100F001_0000000000000000025d,23,FRA,2017-01-01T00:00:00,54.7826087,12.2434784,92.50000166,0.004167391,2.316083029,55.52173913,0.009565218,2.487826031,4.309565119,
2017010100F001_0000000000000000025e,24,FRA,2017-01-01T00:00:00,90.43478261,8.000000166,89.71739296,0.005293913,6.437385095,0.304347826,0,-0.673478242,-0.606956507,
2017010100F001_0000000000000000025f,25,FRA,2017-01-01T00:00:00,60.86956522,4.917391414,56.87826206,0.001752609,-2.88435377,0,0,1.449565177,2.099130387,
2017010100F001_00000000000000000260,26,FRA,2017-01-01T00:00:00,45.65217391,12.50869577,91.42173999,0.004,1.983036738,60.39130435,0.006086957,2.233043427,3.625652085,
2017010100F001_00000000000000000264,30,FRA,2017-01-01T00:00:00,81.73913043,5.908695781,78.12608818,0.003071739,-0.051744013,0,0,-0.293478255,1.36478257,
2017010100F001_00000000000000000265,31,FRA,2017-01-01T00:00:00,83.47826087,8.986956659,86.96521991,0.004416956,4.021734354,3.130434783,0,0.534347806,1.367391262,
2017010100F001_00000000000000000266,32,FRA,2017-01-01T00:00:00,63.47826087,8.682608812,66.60000113,0.00243,-0.829134203,22.13043478,0,1.836086926,3.040869511,
2017010100F001_00000000000000000267,33,FRA,2017-01-01T00:00:00,56.52173913,9.565217557,70.42608808,0.002257391,-2.438697616,24.86956522,0,0.895217363,3.265217315,
2017010100F001_00000000000000000276,48,FRA,2017-01-01T00:00:00,79.13043478,6.017391371,73.31739276,0.002750435,-0.183918298,0.913043478,0,0.768695629,0.568695637,
2017010100F001_0000000000000000027b,53,FRA,2017-01-01T00:00:00,90.86956522,6.36521752,75.55217577,0.003955217,4.516080641,0.217391304,0,0.307391304,0.609999984,
2017010100F001_0000000000000000029d,87,FRA,2017-01-01T00:00:00,58.26086957,7.121739263,55.40869655,0.001653913,-3.336089557,21.04347826,0,0.4047826,2.579999924,
2017010100F001_000000000000000002a7,97,FRA,2017-01-01T00:00:00,64.7826087,4.713043596,50.90000036,0.001922609,-0.056093432,0,0,1.383043447,1.24478258,
2017010100F001_000000000000000002ad,103,FRA,2017-01-01T00:00:00,85.2173913,4.613043557,68.36956654,0.002892609,1.407388969,0,0,0.503043464,1.528260832,
2017010100F001_000000000000000002ae,104,FRA,2017-01-01T00:00:00,83.91304348,6.095652269,78.62173993,0.003322609,1.196081278,0,0,-0.41260869,1.662608652,
2017010100F001_000000000000000002af,105,FRA,2017-01-01T00:00:00,71.73913043,5.365217499,64.45217531,0.002288261,-0.856962254,0,0,1.107391282,1.921739075,
2017010100F001_000000000000000002b0,106,FRA,2017-01-01T00:00:00,63.47826087,6.530434899,57.3347838,0.001840435,-2.1247885,2.913043478,0,1.099565187,2.6065217,
2017010100F001_000000000000000002b1,107,FRA,2017-01-01T00:00:00,71.73913043,4.800000077,61.25652263,0.002403913,-0.103485904,0,0,1.129999974,2.033043439,
2017010100F001_000000000000000002b2,108,FRA,2017-01-01T00:00:00,62.17391304,4.900000147,57.36087086,0.001846522,-2.366964058,0,0,1.753043434,2.302173853,
2017010100F001_000000000000000002b3,109,FRA,2017-01-01T00:00:00,31.30434783,11.09565235,79.14782748,0.002985652,-0.517397142,48.2173913,0.070000001,2.092173856,4.209565064,
2017010100F001_000000000000000002b4,110,FRA,2017-01-01T00:00:00,17.82608696,11.904348,79.39565327,0.003159565,0.301297926,51.86956522,0.153043481,2.352608665,4.200434664,
2017010100F001_000000000000000002b5,111,FRA,2017-01-01T00:00:00,56.52173913,9.56521764,86.64347939,0.004400435,4.203907046,45.26086957,0.014347826,-0.07173913,1.956521687,
2017010100F001_000000000000000002b6,112,FRA,2017-01-01T00:00:00,95.65217391,4.600000091,79.21739247,0.003522609,1.912603494,0.391304348,0,0.171739126,-0.209565211,
2017010100F001_000000000000000002b7,113,FRA,2017-01-01T00:00:00,56.08695652,10.30869592,77.81739293,0.002670435,-1.682616657,31,0.004347826,1.173478235,3.615652105,
2017010100F001_000000000000000002b8,114,FRA,2017-01-01T00:00:00,77.82608696,9.247826265,88.54347959,0.004073478,2.623470671,24.82608696,0.02,-0.007826085,2.483912991,
2017010100F001_000000000000000002b9,115,FRA,2017-01-01T00:00:00,75.65217391,4.878260934,65.25217488,0.002343043,-1.10652572,0.086956522,0,1.267391267,1.658260822,
2017010100F001_000000000000000002ba,116,FRA,2017-01-01T00:00:00,69.13043478,5.878260965,66.14347889,0.002219565,-1.513919465,0,0,1.342173872,2.308260824,
2017010100F001_000000000000000002ff,184,FRA,2017-01-01T00:00:00,88.69565217,8.934782775,87.00434942,0.005236087,6.547387695,17.17391304,0,-0.866521718,0.414782601,
2017010100F001_00000000000000000361,282,FRA,2017-01-01T00:00:00,57.39130435,10.80434805,79.84782841,0.005174348,7.77391039,42.60869565,0.071739131,-0.163913044,2.77826078,
2017010100F001_00000000000000000369,290,FRA,2017-01-01T00:00:00,75.2173913,6.934782785,76.59130594,0.003003478,0.305646017,2,0,1.546521705,1.400434761,
2017010100F001_00000000000000000390,329,FRA,2017-01-01T00:00:00,86.08695652,6.952174042,89.43913203,0.003811739,1.150426981,22.17391304,0.010869565,-0.481304333,1.341304315,
2017010100F001_00000000000000000391,330,FRA,2017-01-01T00:00:00,98.69565217,9.813043677,76.30434882,0.004947391,7.91130318,1.608695652,0,0.253043484,-0.345652166,
2017010100F001_00000000000000000394,333,FRA,2017-01-01T00:00:00,74.7826087,5.095652249,64.54347876,0.002296956,-1.003917661,0,0,1.211739107,1.648260827,
2017010100F001_00000000000000000395,334,FRA,2017-01-01T00:00:00,54.34782609,13.90869593,89.69565383,0.005623478,7.165643311,82.43478261,0.105217395,2.665217335,4.348260771,
2017010100F001_00000000000000000398,337,FRA,2017-01-01T00:00:00,82.60869565,5.813043553,81.95217464,0.003662609,1.72607873,7.739130435,0,1.28043476,2.628260809,
2017010100F001_000000000000000003ac,357,FRA,2017-01-01T00:00:00,76.95652174,8.830434944,87.578262,0.003863043,1.827819028,20.26086957,0.015652174,0.623913025,2.463912979,
2017010100F001_000000000000000003b3,364,FRA,2017-01-01T00:00:00,80.86956522,8.391304555,84.87391497,0.004113913,3.395650316,32.17391304,0.017391304,-0.238695645,2.20434775,
2017010100F001_000000000000000003b8,369,FRA,2017-01-01T00:00:00,85.65217391,6.534782658,85.56521971,0.004176522,3.269124437,0.173913043,0,-0.209999997,1.876956494,
2017010100F001_000000000000000003d2,395,FRA,2017-01-01T00:00:00,66.95652174,7.960869706,63.20000126,0.00225,-1.009140147,5.47826087,0,2.017826039,2.906086906,
2017010100F001_000000000000000003d7,400,FRA,2017-01-01T00:00:00,64.7826087,8.747826369,72.58261025,0.002705652,-0.561745818,1.47826087,0,2.230434708,2.956521677,
2017010100F001_000000000000000003e4,413,FRA,2017-01-01T00:00:00,11.30434783,15.74347865,86.94347979,0.006126087,8.889992623,99.73913043,1.456521744,1.043043461,-0.499565171,
2017010100F001_000000000000000003f0,425,FRA,2017-01-01T00:00:00,283.9130435,52.82174003,81.48695838,0.017806521,26.77303732,73.73913043,6.76521751,-5.874347687,-3.983478142,
2017010100F001_00000000000000000405,446,FRA,2017-01-01T00:00:00,90.86956522,6.491304418,71.96087066,0.00344,3.540863568,0,0,0.238260864,1.109130403,
2017010100F001_0000000000000000040c,453,FRA,2017-01-01T00:00:00,33.47826087,10.24782614,90.88695858,0.004673478,4.2286913,49.04347826,0.025652174,-0.02869565,1.463913016,
2017010100F001_00000000000000000429,482,FRA,2017-01-01T00:00:00,250.8695652,27.20000051,67.19130607,0.013922608,25.97521097,22.60869565,0.09478261,-5.372173765,-1.831304312,
2017010100F001_00000000000000000432,491,FRA,2017-01-01T00:00:00,250.8695652,27.20000051,67.19130607,0.013922608,25.97521097,22.60869565,0.09478261,-5.372173765,-1.831304312,
2017010100F001_00000000000000000442,507,FRA,2017-01-01T00:00:00,95.65217391,8.508695851,81.24782745,0.004488261,4.673471733,1.52173913,0,1.433478234,0.636956512,
2017010100F001_00000000000000000443,508,FRA,2017-01-01T00:00:00,93.91304348,5.917391383,82.25217521,0.004199565,4.336516538,21.08695652,4.35E-04,-0.597391291,0.216956517,
2017010100F001_00000000000000000445,510,FRA,2017-01-01T00:00:00,64.7826087,5.439130493,58.94347929,0.001901739,-2.081310239,0,0,1.123478234,2.229130372,
2017010100F001_00000000000000000447,512,FRA,2017-01-01T00:00:00,80.43478261,3.547826104,42.20434852,0.001746087,-0.343485426,0,0,-0.393913035,1.619565181,
2017010100F001_0000000000000000044a,515,FRA,2017-01-01T00:00:00,96.08695652,5.256521805,64.90434962,0.002868696,2.172168765,0,0,-0.221304346,0.052608694,
2017010100F001_0000000000000000044b,516,FRA,2017-01-01T00:00:00,63.47826087,8.682608812,66.60000113,0.00243,-0.829134203,22.13043478,0,1.836086926,3.040869511,
2017010100F001_00000000000000000451,522,FRA,2017-01-01T00:00:00,90.43478261,8.000000166,89.71739296,0.005293913,6.437385095,0.304347826,0,-0.673478242,-0.606956507,
2017010100F001_00000000000000000473,556,FRA,2017-01-01T00:00:00,36.08695652,12.47391328,85.66956595,0.004217391,3.659557044,83.7826087,0.035652174,0.465652165,3.714782518,
2017010100F001_0000000000000000047c,565,FRA,2017-01-01T00:00:00,76.08695652,7.334782746,77.32174086,0.003111304,0.525212031,3.695652174,0,1.945652127,1.933043449,
2017010100F001_00000000000000000482,571,FRA,2017-01-01T00:00:00,84.34782609,4.639130468,69.55652303,0.002921739,0.65303557,0,0,0.367826078,1.48956517,
2017010100F001_000000000000000004be,1205,FRA,2017-01-01T00:00:00,61.30434783,9.365217603,71.16956661,0.002585652,-0.874793807,24.13043478,0,1.402608656,2.965652119,
2017010100F001_000000000000000004bf,1206,FRA,2017-01-01T00:00:00,64.7826087,8.373913143,63.03043548,0.002248261,-0.999135689,24.91304348,0,1.378260835,3.026521688,
2017010100F001_000000000000000004c6,1213,FRA,2017-01-01T00:00:00,84.34782609,9.33478287,81.11739316,0.005492609,8.048252802,30.86956522,4.35E-04,2.124782588,-0.071304353,
2017010100F001_000000000000000004cc,1219,FRA,2017-01-01T00:00:00,87.82608696,8.29565239,86.33043671,0.004534348,4.69477831,0.652173913,0,-0.314782601,-0.122608693,
2017010100F001_000000000000000004d9,1232,FRA,2017-01-01T00:00:00,77.82608696,8.552174091,85.68695765,0.003725217,1.749123482,11.56521739,0.008695652,1.192608666,2.442173844,
2017010100F001_000000000000000004e8,1247,FRA,2017-01-01T00:00:00,68.26086957,4.013043538,54.96521809,0.001846087,-2.482616391,0,0,0.699130413,1.844782555,
2017010100F001_00000000000000000506,1277,FRA,2017-01-01T00:00:00,71.73913043,6.021739317,67.41304497,0.002315652,-1.239571745,0,0,1.581739094,2.366086913,
2017010100F001_0000000000000000050b,1282,FRA,2017-01-01T00:00:00,63.04347826,8.917391445,71.56521905,0.002621739,-0.882614268,13.60869565,0,2.12347821,3.147826008,
2017010100F001_0000000000000000004d,664,GBR,2017-01-01T00:00:00,6.956521739,13.37391333,89.5956537,0.004930435,5.103904923,92.91304348,1.392608708,-0.318695633,-3.059999886,
2017010100F001_00000000000000000051,668,GBR,2017-01-01T00:00:00,21.73913043,11.14782636,84.63913262,0.004417826,4.419991402,71.7826087,1.536956535,-0.13130435,-5.55217377,
2017010100F001_00000000000000000065,688,GBR,2017-01-01T00:00:00,36.95652174,11.00000027,84.92608808,0.004512174,4.736080535,55.43478261,1.421739161,-0.285217387,-5.208695557,
2017010100F001_0000000000000000006e,697,GBR,2017-01-01T00:00:00,12.17391304,14.70434803,88.00869718,0.005206087,6.31129973,97.91304348,1.976521767,0.73043477,-0.659565231,
2017010100F001_0000000000000000008e,729,GBR,2017-01-01T00:00:00,28.26086957,10.56521747,85.16956694,0.004361739,4.144343368,64.39130435,0.936956548,-1.468695609,-4.651739012,
2017010100F001_00000000000000000102,838,GBR,2017-01-01T00:00:00,34.7826087,9.30434795,74.34782708,0.00411913,5.467819081,62.47826087,0.976956511,-0.420434783,-7.263043321,
2017010100F001_00000000000000000112,854,GBR,2017-01-01T00:00:00,40.86956522,10.53043498,77.73043591,0.004502174,6.06695079,47.17391304,1.157826105,-2.009565177,-8.176521519,
2017010100F001_00000000000000000117,859,GBR,2017-01-01T00:00:00,9.565217391,12.35652192,87.72608848,0.004716522,4.795646867,75.17391304,1.087826093,-0.33956521,-4.33739118,
2017010100F001_00000000000000000136,890,GBR,2017-01-01T00:00:00,6.52173913,14.04347853,89.90000119,0.005050435,5.485214101,97.17391304,0.829565214,0.108260887,-2.011739052,
2017010100F001_000000000000000001f6,1082,GBR,2017-01-01T00:00:00,13.47826087,11.230435,86.67391437,0.004450435,4.069126826,73.7826087,1.614347836,-0.343913039,-5.463043337,
2017010100F001_00000000000000000221,1125,GBR,2017-01-01T00:00:00,35.2173913,10.03478278,80.1782618,0.004202174,4.512601637,65.30434783,1.997826067,-0.643043461,-7.007825914,
2017010100F001_00000000000000000226,1130,GBR,2017-01-01T00:00:00,34.7826087,9.30434795,74.34782708,0.00411913,5.467819081,62.47826087,0.976956511,-0.420434783,-7.263043321,
2017010100F001_00000000000000000250,11,GBR,2017-01-01T00:00:00,20.86956522,7.873913205,65.70000076,0.003768261,6.048690663,53.73913043,0.337826091,0.838695611,-10.56739106,
